,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,carAge,price_per_kilometer
2261,Maruti Omni LPG STD BSIV,2008,110000,58632,LPG,Dealer,Manual,Second Owner,19,1430,87,5,17,1.8761086096329649
2262,Mahindra XUV500 AT W6 2WD,2016,850000,80000,Diesel,Individual,Automatic,Second Owner,16,2179,140,7,9,10.625
2263,Maruti Ertiga SHVS VDI,2016,750000,70000,Diesel,Individual,Manual,First Owner,24,1248,88,7,9,10.714285714285714
2264,Renault KWID 1.0 RXT Optional,2017,265000,90000,Petrol,Individual,Manual,First Owner,23,999,67,5,8,2.9444444444444446
2265,Ford Classic 1.6 Duratec Titanium,2014,450000,110000,Petrol,Individual,Manual,Second Owner,14,1596,99,5,11,4.090909090909091
2266,Mahindra Quanto C6,2013,225000,90000,Diesel,Individual,Manual,First Owner,17,1493,100,7,12,2.5
2267,Mahindra Scorpio S10 7 Seater,2015,1125000,70000,Diesel,Individual,Manual,First Owner,15,2179,120,7,10,16.071428571428573
2268,Maruti Swift VXI with ABS,2009,270000,80000,Petrol,Individual,Manual,First Owner,16,1197,85,5,16,3.375
2269,Maruti Alto LX,2007,130000,78000,Petrol,Individual,Manual,First Owner,19,796,46,5,18,1.6666666666666667
2270,Mahindra Bolero Power Plus SLE,2017,660000,45000,Diesel,Individual,Manual,First Owner,16,1493,70,7,8,14.666666666666666
2271,Maruti Alto K10 VXI,2015,240000,50000,Petrol,Individual,Manual,Second Owner,23,998,67,5,10,4.8
2272,Maruti Alto 800 LXI,2017,275000,58000,Petrol,Individual,Manual,First Owner,24,796,47,5,8,4.741379310344827
2273,Toyota Innova 2.5 VX 8 STR BSIV,2012,750000,120000,Diesel,Individual,Manual,First Owner,12,2494,102,8,13,6.25
2274,Chevrolet Aveo U-VA 1.2,2007,65000,30000,Petrol,Individual,Manual,Second Owner,14,1150,76,5,18,2.1666666666666665
2275,Tata Safari Storme EX,2017,850000,162000,Diesel,Individual,Manual,First Owner,14,2179,147,7,8,5.246913580246914
2276,Maruti Wagon R LXI CNG,2016,300000,50000,CNG,Individual,Manual,Second Owner,26,998,58,5,9,6.0
2277,Hyundai i20 1.2 Magna Executive,2018,555000,25000,Petrol,Individual,Manual,Second Owner,18,1197,81,5,7,22.2
2278,Mahindra Scorpio 1.99 S6 Plus,2015,825000,60000,Diesel,Individual,Manual,First Owner,15,1997,120,7,10,13.75
2279,Hyundai Santro Xing GLS LPG,2010,150000,70000,LPG,Individual,Manual,Third Owner,13,1086,62,5,15,2.142857142857143
2280,Maruti Swift Dzire VDi,2009,185000,138000,Diesel,Individual,Manual,Second Owner,19,1248,73,5,16,1.3405797101449275
2281,Hyundai i10 Magna,2010,180000,70000,Petrol,Individual,Manual,Second Owner,20,1197,78,5,15,2.5714285714285716
2282,Maruti Alto LXi,2010,160000,48000,Petrol,Individual,Manual,Second Owner,19,796,46,5,15,3.3333333333333335
2283,Ford Endeavour 3.0L 4X2 AT,2012,500000,110000,Diesel,Individual,Automatic,First Owner,11,2953,153,7,13,4.545454545454546
2284,Maruti Swift VDI BSIV,2014,375000,88000,Diesel,Individual,Manual,Second Owner,25,1248,74,5,11,4.261363636363637
2285,Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,900000,68000,Diesel,Individual,Manual,First Owner,12,2494,100,7,10,13.235294117647058
2286,Hyundai Grand i10 Sportz,2017,459999,70000,Petrol,Individual,Manual,First Owner,18,1197,82,5,8,6.571414285714286
2287,Renault Duster 85PS Diesel RxL,2014,480000,80000,Diesel,Individual,Manual,First Owner,20,1461,83,5,11,6.0
2288,Maruti Swift VDI,2013,320000,100000,Diesel,Individual,Manual,Third Owner,22,1248,74,5,12,3.2
2289,Maruti Swift VDI,2013,370000,96000,Diesel,Individual,Manual,Second Owner,22,1248,74,5,12,3.8541666666666665
2290,Hyundai Santro Xing Base,2005,80000,123219,Petrol,Individual,Manual,Third Owner,19,1430,87,5,20,0.649250521429325
2291,Maruti Zen LX,2002,75000,30000,Petrol,Individual,Manual,Third Owner,17,993,60,5,23,2.5
2292,Maruti Ritz LDi,2016,400000,60000,Diesel,Individual,Manual,Third Owner,23,1248,73,5,9,6.666666666666667
2293,Honda City 1.5 GXI CVT,2005,250000,90000,Petrol,Individual,Automatic,Second Owner,19,1430,87,5,20,2.7777777777777777
2294,Maruti Swift VDI BSIV,2014,425000,65000,Diesel,Individual,Manual,First Owner,25,1248,74,5,11,6.538461538461538
2295,Maruti Celerio ZXI,2014,325000,48000,Petrol,Individual,Manual,First Owner,23,998,67,5,11,6.770833333333333
2296,Hyundai Grand i10 Magna,2016,350000,65300,Petrol,Individual,Manual,Second Owner,18,1197,82,5,9,5.359877488514548
2297,Hyundai i20 1.2 Asta Dual Tone,2018,600000,40000,Petrol,Individual,Manual,First Owner,18,1197,81,5,7,15.0
2298,Chevrolet Beat Diesel,2012,120000,60000,Diesel,Individual,Manual,Second Owner,25,936,57,5,13,2.0
2299,Maruti Alto K10 2010-2014 VXI,2012,200000,70000,Petrol,Individual,Manual,Second Owner,20,998,67,5,13,2.857142857142857
2300,Maruti Alto LXi BSIII,2008,100000,70000,Petrol,Individual,Manual,Third Owner,19,796,46,5,17,1.4285714285714286
2301,Hyundai Grand i10 CRDi Asta,2014,350000,70000,Diesel,Individual,Manual,Second Owner,24,1120,70,5,11,5.0
2302,Maruti Alto LXi,2006,85000,150000,Petrol,Individual,Manual,Second Owner,19,796,46,5,19,0.5666666666666667
2303,Maruti Alto K10 VXI Optional,2019,399000,10000,Petrol,Individual,Manual,First Owner,23,998,67,5,6,39.9
2304,Hyundai Verna 1.6 CRDI,2014,580000,56000,Diesel,Individual,Manual,First Owner,22,1582,126,5,11,10.357142857142858
2305,Datsun RediGO T Option,2017,290000,30000,Petrol,Individual,Manual,First Owner,22,799,53,5,8,9.666666666666666
2306,Hyundai Grand i10 Magna,2014,380000,50000,Petrol,Individual,Manual,Second Owner,18,1197,82,5,11,7.6
2307,Ford Figo Diesel EXI,2010,200000,120000,Diesel,Individual,Manual,First Owner,20,1399,68,5,15,1.6666666666666667
2308,Maruti Wagon R LXI CNG,2018,390000,40000,CNG,Individual,Manual,First Owner,26,998,58,5,7,9.75
2309,Hyundai Grand i10 1.2 Kappa Asta,2017,500000,27500,Petrol,Individual,Manual,First Owner,18,1197,81,5,8,18.181818181818183
2310,Maruti Ertiga VDI,2012,520000,73000,Diesel,Individual,Manual,First Owner,20,1248,88,7,13,7.123287671232877
2311,Maruti Swift Dzire VDI,2017,650000,75000,Diesel,Individual,Manual,First Owner,26,1248,74,5,8,8.666666666666666
2312,Renault KWID Climber 1.0 MT,2018,380000,5000,Petrol,Individual,Manual,First Owner,23,999,67,5,7,76.0
2313,Maruti Wagon R LXI LPG BSIV,2010,275000,50000,LPG,Individual,Manual,First Owner,26,998,58,5,15,5.5
2314,Maruti Swift Dzire VDI,2015,520000,70000,Diesel,Individual,Manual,First Owner,26,1248,74,5,10,7.428571428571429
2315,Maruti Swift Dzire VDI,2015,610000,60000,Diesel,Individual,Manual,First Owner,26,1248,74,5,10,10.166666666666666
2316,Maruti Wagon R LXI,2004,85000,110000,Petrol,Individual,Manual,First Owner,18,998,67,5,21,0.7727272727272727
2317,Renault Duster 85PS Diesel RxL Optional,2013,490000,95000,Diesel,Individual,Manual,First Owner,20,1461,83,5,12,5.157894736842105
2318,Hyundai EON Era Plus,2015,229999,34000,Petrol,Individual,Manual,Second Owner,21,814,55,5,10,6.764676470588236
2319,Hyundai Grand i10 Sportz,2015,411000,25000,Petrol,Individual,Manual,First Owner,18,1197,82,5,10,16.44
2320,Maruti Eeco CNG 5 Seater AC BSIV,2019,362000,120000,CNG,Individual,Manual,Second Owner,21,1196,61,5,6,3.0166666666666666
2321,Toyota Etios Cross 1.4L GD,2014,550000,31000,Diesel,Individual,Manual,First Owner,23,1364,67,5,11,17.741935483870968
2322,Maruti Wagon R LXI CNG,2018,459999,70000,CNG,Individual,Manual,First Owner,26,998,58,5,7,6.571414285714286
2323,Maruti Ritz VXi (ABS) BS IV,2011,190000,47000,Petrol,Individual,Manual,First Owner,18,1197,85,5,14,4.042553191489362
2324,Hyundai Santro Magna AMT BSIV,2019,499000,5000,Petrol,Individual,Automatic,First Owner,20,1086,68,5,6,99.8
2325,Maruti Eeco 7 Seater Standard BSIV,2018,358000,44000,Petrol,Individual,Manual,First Owner,15,1196,73,7,7,8.136363636363637
2326,Toyota Etios Diesel TRD Sportivo,2012,278000,120000,Diesel,Individual,Manual,Second Owner,23,1364,67,5,13,2.316666666666667
2327,Fiat Grande Punto EVO 1.3 Active,2014,320000,39395,Diesel,Individual,Manual,First Owner,21,1248,75,5,11,8.122858230739942
2328,Renault Fluence 1.5,2013,580000,67000,Diesel,Individual,Manual,Second Owner,20,1461,108,5,12,8.656716417910447
2329,Honda City VX CVT,2019,1300000,20000,Petrol,Individual,Automatic,First Owner,17,1497,117,5,6,65.0
2330,Honda Amaze VX i-DTEC,2018,825000,40000,Diesel,Individual,Manual,First Owner,25,1498,98,5,7,20.625
2331,Toyota Corolla AE,2004,170000,120000,Petrol,Individual,Manual,Second Owner,13,1794,125,5,21,1.4166666666666667
2332,Toyota Fortuner 4x4 MT,2014,1700000,80000,Diesel,Individual,Manual,Second Owner,12,2982,168,7,11,21.25
2333,Hyundai Santro Sportz BSIV,2018,490000,7000,Petrol,Individual,Manual,First Owner,20,1086,68,5,7,70.0
2334,Mahindra XUV500 W4,2018,1050000,15000,Diesel,Individual,Manual,First Owner,16,2179,140,7,7,70.0
2335,Chevrolet Beat LT,2016,210000,50000,Petrol,Individual,Manual,First Owner,18,1199,76,5,9,4.2
2336,Mahindra Scorpio Intelli Hybrid S10,2016,1250000,30000,Diesel,Individual,Manual,First Owner,15,2179,120,7,9,41.666666666666664
2337,Maruti Swift VDI,2012,320000,120000,Diesel,Individual,Manual,Second Owner,22,1248,74,5,13,2.6666666666666665
2338,Chevrolet Optra Magnum 2.0 LT,2012,400000,64000,Diesel,Individual,Manual,First Owner,16,1991,123,5,13,6.25
2339,Maruti Ritz VDi,2013,320000,120000,Diesel,Individual,Manual,First Owner,23,1248,73,5,12,2.6666666666666665
2340,Toyota Corolla Altis Diesel D4DG,2012,600000,85000,Diesel,Individual,Manual,First Owner,21,1364,87,5,13,7.0588235294117645
2341,Maruti Alto K10 2010-2014 VXI,2012,275000,50000,Petrol,Individual,Manual,First Owner,20,998,67,5,13,5.5
2342,Maruti Alto LXi,2009,170000,59000,Petrol,Individual,Manual,Second Owner,19,796,46,5,16,2.8813559322033897
2343,Chevrolet Beat Diesel LT,2012,155000,98000,Diesel,Individual,Manual,First Owner,25,936,57,5,13,1.5816326530612246
2344,Tata Indica Vista Quadrajet LS,2012,240000,70000,Diesel,Individual,Manual,First Owner,19,1430,0,5,13,3.4285714285714284
2345,Maruti Swift VDI BSIV,2011,320000,120000,Diesel,Individual,Manual,Second Owner,19,1430,87,5,14,2.6666666666666665
2346,Renault Duster 85PS Diesel RxL Plus,2015,620000,140000,Diesel,Individual,Manual,Second Owner,20,1461,83,5,10,4.428571428571429
2347,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,530000,50000,Petrol,Individual,Manual,First Owner,18,1197,81,5,8,10.6
2348,Toyota Etios Liva VD,2015,550000,40000,Diesel,Individual,Manual,First Owner,23,1364,67,5,10,13.75
2349,Honda City i DTEC SV,2014,600000,90000,Diesel,Individual,Manual,First Owner,26,1498,98,5,11,6.666666666666667
2350,Mahindra XUV500 W4,2014,649000,117000,Diesel,Individual,Manual,Third Owner,15,2179,140,7,11,5.547008547008547
2351,Honda City i DTEC SV,2014,625000,90000,Diesel,Individual,Manual,First Owner,26,1498,98,5,11,6.944444444444445
2352,Chevrolet Spark 1.0 PS,2010,125000,70000,Petrol,Individual,Manual,First Owner,16,995,63,5,15,1.7857142857142858
2353,Chevrolet Tavera Neo 3 LS 9 Str BSIII,2009,305000,230000,Diesel,Individual,Manual,Second Owner,13,2499,72,9,16,1.326086956521739
2354,Maruti SX4 ZXI MT BSIV Leather,2010,285000,155000,Petrol,Individual,Manual,Second Owner,15,1586,103,5,15,1.8387096774193548
2355,Tata Xenon XT EX 4X4,2015,600000,60000,Diesel,Individual,Manual,Second Owner,13,2179,138,5,10,10.0
2356,Mahindra KUV 100 mFALCON G80 K8,2016,426000,110000,Petrol,Individual,Manual,First Owner,18,1198,82,6,9,3.8727272727272726
2357,Tata Indica Vista Terra 1.4 TDI,2010,180000,120000,Diesel,Individual,Manual,First Owner,17,1405,71,5,15,1.5
2358,Hyundai Verna 1.6 VGT CRDi,2011,400000,100000,Diesel,Individual,Manual,Second Owner,22,1582,126,5,14,4.0
2359,Chevrolet Beat LS,2010,120000,40000,Petrol,Individual,Manual,Second Owner,18,1199,79,5,15,3.0
2360,Tata Manza Aura (ABS) Quadrajet BS IV,2012,300000,110000,Diesel,Individual,Manual,Second Owner,21,1248,88,5,13,2.727272727272727
2361,Maruti Alto K10 2010-2014 VXI,2011,190000,92500,Petrol,Individual,Manual,Second Owner,20,998,67,5,14,2.054054054054054
2362,Maruti Alto 800 LXI,2017,310000,20000,Petrol,Individual,Manual,First Owner,24,796,47,5,8,15.5
2363,Renault KWID RXL,2019,380000,15000,Petrol,Individual,Manual,First Owner,25,799,53,5,6,25.333333333333332
2364,Mahindra Bolero Power Plus ZLX,2019,740000,14000,Diesel,Individual,Manual,First Owner,16,1493,70,7,6,52.857142857142854
2365,Datsun RediGO T Option,2016,260000,35000,Petrol,Individual,Manual,First Owner,22,799,53,5,9,7.428571428571429
2366,Maruti Alto K10 VXI,2017,320000,32000,Petrol,Individual,Manual,Second Owner,23,998,67,5,8,10.0
2367,Maruti Wagon R LXI CNG,2013,211000,90000,CNG,Individual,Manual,First Owner,26,998,58,5,12,2.3444444444444446
2368,Maruti Swift Dzire VXI 1.2 BS IV,2018,650000,35000,Petrol,Individual,Manual,First Owner,22,1197,81,5,7,18.571428571428573
2369,Maruti Swift Dzire VDI,2017,651000,32500,Diesel,Individual,Manual,Second Owner,28,1248,74,5,8,20.03076923076923
2370,Maruti Alto K10 VXI AGS,2019,380000,14000,Petrol,Individual,Automatic,First Owner,23,998,67,5,6,27.142857142857142
2371,Chevrolet Beat Diesel LT,2014,160000,70000,Diesel,Individual,Manual,Third Owner,25,936,56,5,11,2.2857142857142856
2372,Hyundai Verna VTVT 1.6 AT SX Option,2019,1270000,20000,Petrol,Individual,Automatic,First Owner,17,1591,121,5,6,63.5
2373,Maruti Wagon R Duo Lxi,2011,300000,300000,LPG,Individual,Manual,First Owner,26,998,58,5,14,1.0
2374,Maruti Swift VDI Optional,2015,405000,100000,Diesel,Individual,Manual,First Owner,25,1248,74,5,10,4.05
2375,Mahindra XUV500 W8 2WD,2015,850000,64800,Diesel,Individual,Manual,First Owner,15,2179,140,7,10,13.117283950617283
2376,Mahindra Bolero Power Plus ZLX,2017,680000,90000,Diesel,Individual,Manual,First Owner,16,1493,70,7,8,7.555555555555555
2377,Hyundai Xcent 1.2 Kappa SX Option,2014,426999,80000,Petrol,Individual,Manual,First Owner,19,1197,82,5,11,5.3374875
2378,Hyundai Verna 1.4 CRDi,2015,525000,248000,Diesel,Individual,Manual,First Owner,24,1396,88,5,10,2.1169354838709675
2379,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,1019999,60000,Diesel,Individual,Manual,Second Owner,12,2494,100,7,11,16.999983333333333
2380,Toyota Innova 2.5 G2,2005,245000,120000,Diesel,Individual,Manual,First Owner,12,2494,102,8,20,2.0416666666666665
2381,Hyundai Elantra CRDi SX,2015,869999,120000,Diesel,Individual,Manual,First Owner,22,1582,126,5,10,7.249991666666666
2382,Maruti Wagon R Duo Lxi,2010,160000,66444,LPG,Individual,Manual,First Owner,26,998,58,5,15,2.4080428631629642
2383,Maruti Vitara Brezza VDi Option,2016,700000,86000,Diesel,Individual,Manual,First Owner,24,1248,88,5,9,8.13953488372093
2384,Nissan Sunny Diesel XV,2012,300000,90000,Diesel,Individual,Manual,First Owner,21,1461,84,5,13,3.3333333333333335
2385,Honda Civic 1.8 S AT,2007,175000,218463,Petrol,Individual,Automatic,First Owner,12,1799,130,5,18,0.8010509788842962
2386,Toyota Innova 2.5 VX 8 STR,2012,960000,153000,Diesel,Individual,Manual,First Owner,12,2494,102,8,13,6.2745098039215685
2387,Mahindra Thar CRDe AC,2014,525000,70000,Diesel,Individual,Manual,Second Owner,16,2498,105,6,11,7.5
2388,Hyundai Grand i10 CRDi Sportz,2015,345000,60000,Diesel,Individual,Manual,First Owner,24,1120,70,5,10,5.75
2389,Honda Amaze S i-Vtech,2015,390000,50000,Petrol,Individual,Manual,First Owner,18,1198,86,5,10,7.8
2390,Datsun GO T Option BSIV,2015,275000,20000,Petrol,Individual,Manual,First Owner,20,1198,67,5,10,13.75
2391,Chevrolet Sail 1.2 LS ABS,2014,310000,35000,Petrol,Individual,Manual,First Owner,18,1199,82,5,11,8.857142857142858
2392,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017,500000,20000,Petrol,Individual,Manual,First Owner,18,1197,81,5,8,25.0
2393,Chevrolet Sail Hatchback LT ABS,2013,200000,70000,Diesel,Individual,Manual,First Owner,22,1248,76,5,12,2.857142857142857
2394,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,650000,53000,Diesel,Individual,Manual,First Owner,20,1498,88,5,7,12.264150943396226
2395,Honda City i-DTEC VX,2018,1031000,60000,Diesel,Individual,Manual,First Owner,25,1498,97,5,7,17.183333333333334
2396,Hyundai EON 1.0 Era Plus,2018,330000,70000,Petrol,Individual,Manual,First Owner,20,998,68,5,7,4.714285714285714
2397,Hyundai Santro Era,2019,399000,4000,Petrol,Individual,Manual,First Owner,20,1086,68,5,6,99.75
2398,Hyundai i10 Magna,2012,250000,103000,Petrol,Individual,Manual,First Owner,20,1197,78,5,13,2.4271844660194173
2399,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,600000,20000,Diesel,Individual,Manual,First Owner,24,1186,73,5,8,30.0
2400,Maruti Swift VDI,2013,375000,77000,Diesel,Individual,Manual,First Owner,22,1248,74,5,12,4.87012987012987
2401,Volkswagen Vento Diesel Highline,2012,375000,90000,Diesel,Individual,Manual,First Owner,20,1598,103,5,13,4.166666666666667
2402,Hyundai Verna 1.6 CRDi EX MT,2013,445000,87185,Diesel,Individual,Manual,Second Owner,22,1582,126,5,12,5.104089006136377
2403,Maruti Wagon R LXI,2003,55000,167000,Petrol,Individual,Manual,Second Owner,18,998,67,5,22,0.32934131736526945
2404,Hyundai i20 2015-2017 Asta 1.4 CRDi,2016,611000,77000,Diesel,Individual,Manual,First Owner,22,1396,88,5,9,7.935064935064935
2405,Hyundai Verna 1.4 CRDi,2014,459999,110000,Diesel,Individual,Manual,Second Owner,24,1396,88,5,11,4.181809090909091
2406,Ford Fiesta EXi 1.4 TDCi Ltd,2011,275000,120000,Diesel,Individual,Manual,Second Owner,17,1399,68,5,14,2.2916666666666665
2407,Hyundai Santro Xing GLS CNG,2011,185000,170000,CNG,Individual,Manual,First Owner,11,1086,62,5,14,1.088235294117647
2408,Hyundai Verna 1.6 SX,2012,390000,100000,Diesel,Individual,Manual,Second Owner,22,1582,126,5,13,3.9
2409,Chevrolet Spark 1.0 LT,2007,72000,40000,Petrol,Individual,Manual,Second Owner,18,995,62,5,18,1.8
2410,Tata Indica V2 DL BSIII,2007,90000,50000,Diesel,Individual,Manual,First Owner,17,1396,52,5,18,1.8
2411,Toyota Etios GD,2015,500000,125000,Diesel,Individual,Manual,First Owner,23,1364,67,5,10,4.0
2412,Maruti Wagon R LXI CNG,2011,200000,137000,CNG,Individual,Manual,First Owner,26,998,58,5,14,1.4598540145985401
2413,Mahindra XUV500 W9 BSIV,2019,1575000,18000,Diesel,Individual,Manual,First Owner,15,2179,152,7,6,87.5
2414,Hyundai Grand i10 Sportz,2015,511000,30000,Petrol,Individual,Manual,First Owner,18,1197,82,5,10,17.033333333333335
2415,Fiat Grande Punto 1.4 Emotion,2009,150000,55000,Petrol,Individual,Manual,First Owner,14,1368,88,5,16,2.727272727272727
2416,Toyota Innova Crysta 2.7 GX AT 8 STR,2020,1500000,40000,Petrol,Individual,Automatic,First Owner,10,2694,163,8,5,37.5
2417,Maruti Alto 800 LXI,2013,185000,80000,Petrol,Individual,Manual,Second Owner,22,796,47,5,12,2.3125
2418,Maruti Baleno Delta 1.2,2018,550000,30000,Petrol,Individual,Manual,First Owner,21,1197,83,5,7,18.333333333333332
2419,Maruti Alto K10 VXI,2017,325000,3564,Petrol,Individual,Manual,First Owner,23,998,67,5,8,91.18967452300785
2420,Maruti Swift Dzire VDI Optional,2015,525000,80000,Diesel,Individual,Manual,First Owner,26,1248,74,5,10,6.5625
2421,Force One SX ABS 7 Seating,2018,1050000,13000,Diesel,Individual,Manual,First Owner,17,2200,139,7,7,80.76923076923077
2422,Tata Indigo CS eVX,2012,300000,120000,Diesel,Individual,Manual,First Owner,25,1396,69,5,13,2.5
2423,Chevrolet Beat LT,2011,120000,90000,Petrol,Individual,Manual,First Owner,18,1199,79,5,14,1.3333333333333333
2424,Hyundai Santro Xing GLS,2011,170000,50000,Petrol,Individual,Manual,Third Owner,17,1086,62,5,14,3.4
2425,Tata Indigo CS eLX BS IV,2010,320000,42000,Diesel,Individual,Manual,First Owner,23,1396,69,5,15,7.619047619047619
2426,Maruti Celerio ZXI AT,2016,350000,17000,Petrol,Individual,Automatic,First Owner,23,998,67,5,9,20.58823529411765
2427,Maruti Swift AMT VXI,2018,500000,40000,Petrol,Individual,Automatic,First Owner,22,1197,81,5,7,12.5
2428,Tata Indigo LS,2009,135000,137000,Diesel,Individual,Manual,Second Owner,17,1405,70,5,16,0.9854014598540146
2429,Renault KWID RXL,2018,340000,20000,Petrol,Individual,Manual,First Owner,25,799,53,5,7,17.0
2430,Hyundai Grand i10 Sportz,2020,330000,70000,Petrol,Individual,Manual,Second Owner,18,1197,81,5,5,4.714285714285714
2431,Maruti SX4 Vxi BSIV,2011,350000,48756,Petrol,Individual,Manual,Second Owner,15,1586,103,5,14,7.1786036590368365
2432,Toyota Fortuner 4x2 AT,2015,1850000,30000,Diesel,Individual,Automatic,Second Owner,12,2982,168,7,10,61.666666666666664
2433,Hyundai Xcent 1.1 CRDi SX,2016,400000,110000,Diesel,Individual,Manual,First Owner,24,1120,71,5,9,3.6363636363636362
2434,Ford Fiesta Classic 1.4 Duratorq CLXI,2014,325000,80322,Diesel,Dealer,Manual,First Owner,17,1399,67,5,11,4.0462139886955
2435,Mahindra Scorpio 1.99 S4,2015,1000000,35000,Diesel,Individual,Manual,First Owner,15,1997,120,7,10,28.571428571428573
2436,Maruti SX4 ZDI Leather,2012,350000,70000,Diesel,Individual,Manual,Second Owner,21,1248,88,5,13,5.0
2437,Toyota Etios GD,2012,500000,90000,Diesel,Individual,Manual,First Owner,19,1430,87,5,13,5.555555555555555
2438,Honda Mobilio RS i DTEC,2015,550000,120000,Diesel,Individual,Manual,Second Owner,24,1498,98,7,10,4.583333333333333
2439,Tata Safari Storme VX,2015,925000,60000,Diesel,Individual,Manual,First Owner,14,2179,138,7,10,15.416666666666666
